No.;Fecha inicial corte;Fecha final corte;Departamento;Municipio;Comunidad (Si aplica);Clasificacion;Tema;Subtema;Tipo de dato (medida);No. De personas/porcentaje/eventos;No. De mujeres mayores de edad;No. De hombres mayores de edad;No. De mujeres menores de edad;No. De hombres menores de edad;Madres gestantes;Grupo etnico;Si es indigena indique pueblo;Texto descriptivo;Link informacion;Link Registro fotografico;Observacion
4352;6/03/20;29/08/21;SANTANDER;BARICHARA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;12;6;6;0;0;No indica;No indica;No indica;En el municipio de BARICHARA se tiene un total de Fallecido 12;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4353;6/03/20;29/08/21;SANTANDER;BARICHARA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;276;142;115;13;6;No indica;No indica;No indica;En el municipio de BARICHARA se tiene un total de Recuperado 276;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4354;6/03/20;29/08/21;SANTANDER;BARICHARA;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;1;0;1;0;0;No indica;No indica;No indica;En el municipio de BARICHARA se tiene un total de Sin clasificar 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4355;6/03/20;29/08/21;SANTANDER;BARRANCABERMEJA;No indica;Analisis situacional;COVID 19;Activo;Numero;150;69;76;3;2;No indica;No indica;No indica;En el municipio de BARRANCABERMEJA se tiene un total de Activo 150;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4356;6/03/20;29/08/21;SANTANDER;BARRANCABERMEJA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;799;298;499;0;2;No indica;No indica;No indica;En el municipio de BARRANCABERMEJA se tiene un total de Fallecido 799;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4357;6/03/20;29/08/21;SANTANDER;BARRANCABERMEJA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;24292;10146;12439;856;851;No indica;No indica;No indica;En el municipio de BARRANCABERMEJA se tiene un total de Recuperado 24292;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4358;6/03/20;29/08/21;SANTANDER;BARRANCABERMEJA;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;73;32;39;1;1;No indica;No indica;No indica;En el municipio de BARRANCABERMEJA se tiene un total de Sin clasificar 73;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4359;6/03/20;29/08/21;SANTANDER;BETULIA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;5;4;1;0;0;No indica;No indica;No indica;En el municipio de BETULIA se tiene un total de Fallecido 5;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4360;6/03/20;29/08/21;SANTANDER;BETULIA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;134;64;61;4;5;No indica;No indica;No indica;En el municipio de BETULIA se tiene un total de Recuperado 134;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4361;6/03/20;29/08/21;SANTANDER;BOLIVAR;No indica;Analisis situacional;COVID 19;Activo;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de BOLIVAR se tiene un total de Activo 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4362;6/03/20;29/08/21;SANTANDER;BOLIVAR;No indica;Analisis situacional;COVID 19;Fallecido;Numero;6;2;4;0;0;No indica;No indica;No indica;En el municipio de BOLIVAR se tiene un total de Fallecido 6;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4363;6/03/20;29/08/21;SANTANDER;BOLIVAR;No indica;Analisis situacional;COVID 19;Recuperado;Numero;158;81;71;3;3;No indica;No indica;No indica;En el municipio de BOLIVAR se tiene un total de Recuperado 158;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4364;6/03/20;29/08/21;SANTANDER;BUCARAMANGA;No indica;Analisis situacional;COVID 19;Activo;Numero;642;308;293;18;23;No indica;No indica;No indica;En el municipio de BUCARAMANGA se tiene un total de Activo 642;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4365;6/03/20;29/08/21;SANTANDER;BUCARAMANGA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;2927;1071;1850;1;5;No indica;No indica;No indica;En el municipio de BUCARAMANGA se tiene un total de Fallecido 2927;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4366;6/03/20;29/08/21;SANTANDER;BUCARAMANGA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;102983;50680;44770;3756;3777;No indica;No indica;No indica;En el municipio de BUCARAMANGA se tiene un total de Recuperado 102983;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4367;6/03/20;29/08/21;SANTANDER;BUCARAMANGA;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;197;71;126;0;0;No indica;No indica;No indica;En el municipio de BUCARAMANGA se tiene un total de Sin clasificar 197;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4368;6/03/20;29/08/21;SANTANDER;CABRERA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de CABRERA se tiene un total de Fallecido 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4369;6/03/20;29/08/21;SANTANDER;CABRERA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;21;14;5;2;0;No indica;No indica;No indica;En el municipio de CABRERA se tiene un total de Recuperado 21;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4370;6/03/20;29/08/21;SANTANDER;CALIFORNIA;No indica;Analisis situacional;COVID 19;Activo;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de CALIFORNIA se tiene un total de Activo 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4371;6/03/20;29/08/21;SANTANDER;CALIFORNIA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;1;0;1;0;0;No indica;No indica;No indica;En el municipio de CALIFORNIA se tiene un total de Fallecido 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4372;6/03/20;29/08/21;SANTANDER;CALIFORNIA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;132;70;47;6;9;No indica;No indica;No indica;En el municipio de CALIFORNIA se tiene un total de Recuperado 132;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4373;6/03/20;29/08/21;SANTANDER;CAPITANEJO;No indica;Analisis situacional;COVID 19;Activo;Numero;11;6;5;0;0;No indica;No indica;No indica;En el municipio de CAPITANEJO se tiene un total de Activo 11;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4374;6/03/20;29/08/21;SANTANDER;CAPITANEJO;No indica;Analisis situacional;COVID 19;Fallecido;Numero;14;3;11;0;0;No indica;No indica;No indica;En el municipio de CAPITANEJO se tiene un total de Fallecido 14;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4375;6/03/20;29/08/21;SANTANDER;CAPITANEJO;No indica;Analisis situacional;COVID 19;Recuperado;Numero;351;176;122;26;27;No indica;No indica;No indica;En el municipio de CAPITANEJO se tiene un total de Recuperado 351;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4376;6/03/20;29/08/21;SANTANDER;CARCASI;No indica;Analisis situacional;COVID 19;Activo;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de CARCASI se tiene un total de Activo 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4377;6/03/20;29/08/21;SANTANDER;CARCASI;No indica;Analisis situacional;COVID 19;Fallecido;Numero;7;4;3;0;0;No indica;No indica;No indica;En el municipio de CARCASI se tiene un total de Fallecido 7;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4378;6/03/20;29/08/21;SANTANDER;CARCASI;No indica;Analisis situacional;COVID 19;Recuperado;Numero;87;41;36;4;6;No indica;No indica;No indica;En el municipio de CARCASI se tiene un total de Recuperado 87;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4379;6/03/20;29/08/21;SANTANDER;CEPITA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;27;10;14;1;2;No indica;No indica;No indica;En el municipio de CEPITA se tiene un total de Recuperado 27;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4380;6/03/20;29/08/21;SANTANDER;CERRITO;No indica;Analisis situacional;COVID 19;Activo;Numero;6;2;3;1;0;No indica;No indica;No indica;En el municipio de CERRITO se tiene un total de Activo 6;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4381;6/03/20;29/08/21;SANTANDER;CERRITO;No indica;Analisis situacional;COVID 19;Fallecido;Numero;10;4;6;0;0;No indica;No indica;No indica;En el municipio de CERRITO se tiene un total de Fallecido 10;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4382;6/03/20;29/08/21;SANTANDER;CERRITO;No indica;Analisis situacional;COVID 19;Recuperado;Numero;383;190;138;35;20;No indica;No indica;No indica;En el municipio de CERRITO se tiene un total de Recuperado 383;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4383;6/03/20;29/08/21;SANTANDER;CHARALA;No indica;Analisis situacional;COVID 19;Activo;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de CHARALA se tiene un total de Activo 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4384;6/03/20;29/08/21;SANTANDER;CHARALA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;17;9;8;0;0;No indica;No indica;No indica;En el municipio de CHARALA se tiene un total de Fallecido 17;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4385;6/03/20;29/08/21;SANTANDER;CHARALA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;494;242;222;21;9;No indica;No indica;No indica;En el municipio de CHARALA se tiene un total de Recuperado 494;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4386;6/03/20;29/08/21;SANTANDER;CHARALA;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;1;0;1;0;0;No indica;No indica;No indica;En el municipio de CHARALA se tiene un total de Sin clasificar 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4387;6/03/20;29/08/21;SANTANDER;CHARTA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;1;0;1;0;0;No indica;No indica;No indica;En el municipio de CHARTA se tiene un total de Fallecido 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4388;6/03/20;29/08/21;SANTANDER;CHARTA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;41;18;20;2;1;No indica;No indica;No indica;En el municipio de CHARTA se tiene un total de Recuperado 41;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4389;6/03/20;29/08/21;SANTANDER;CHIMA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;1;0;1;0;0;No indica;No indica;No indica;En el municipio de CHIMA se tiene un total de Fallecido 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4390;6/03/20;29/08/21;SANTANDER;CHIMA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;41;21;20;0;0;No indica;No indica;No indica;En el municipio de CHIMA se tiene un total de Recuperado 41;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4391;6/03/20;29/08/21;SANTANDER;CHIPATA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;4;2;2;0;0;No indica;No indica;No indica;En el municipio de CHIPATA se tiene un total de Fallecido 4;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4392;6/03/20;29/08/21;SANTANDER;CHIPATA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;159;59;82;6;12;No indica;No indica;No indica;En el municipio de CHIPATA se tiene un total de Recuperado 159;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4393;6/03/20;29/08/21;SANTANDER;CIMITARRA;No indica;Analisis situacional;COVID 19;Activo;Numero;36;20;15;0;1;No indica;No indica;No indica;En el municipio de CIMITARRA se tiene un total de Activo 36;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4394;6/03/20;29/08/21;SANTANDER;CIMITARRA;No indica;Analisis situacional;COVID 19;Fallecido;Numero;66;22;44;0;0;No indica;No indica;No indica;En el municipio de CIMITARRA se tiene un total de Fallecido 66;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4395;6/03/20;29/08/21;SANTANDER;CIMITARRA;No indica;Analisis situacional;COVID 19;Recuperado;Numero;827;367;413;26;21;No indica;No indica;No indica;En el municipio de CIMITARRA se tiene un total de Recuperado 827;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4396;6/03/20;29/08/21;SANTANDER;CIMITARRA;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;10;6;4;0;0;No indica;No indica;No indica;En el municipio de CIMITARRA se tiene un total de Sin clasificar 10;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4397;6/03/20;29/08/21;SANTANDER;CONCEPCION;No indica;Analisis situacional;COVID 19;Activo;Numero;2;1;1;0;0;No indica;No indica;No indica;En el municipio de CONCEPCION se tiene un total de Activo 2;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4398;6/03/20;29/08/21;SANTANDER;CONCEPCION;No indica;Analisis situacional;COVID 19;Fallecido;Numero;7;0;7;0;0;No indica;No indica;No indica;En el municipio de CONCEPCION se tiene un total de Fallecido 7;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4399;6/03/20;29/08/21;SANTANDER;CONCEPCION;No indica;Analisis situacional;COVID 19;Recuperado;Numero;202;101;90;7;4;No indica;No indica;No indica;En el municipio de CONCEPCION se tiene un total de Recuperado 202;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4400;6/03/20;29/08/21;SANTANDER;CONFINES;No indica;Analisis situacional;COVID 19;Activo;Numero;1;0;1;0;0;No indica;No indica;No indica;En el municipio de CONFINES se tiene un total de Activo 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4401;6/03/20;29/08/21;SANTANDER;CONFINES;No indica;Analisis situacional;COVID 19;Fallecido;Numero;3;0;3;0;0;No indica;No indica;No indica;En el municipio de CONFINES se tiene un total de Fallecido 3;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4402;6/03/20;29/08/21;SANTANDER;CONFINES;No indica;Analisis situacional;COVID 19;Recuperado;Numero;65;31;32;1;1;No indica;No indica;No indica;En el municipio de CONFINES se tiene un total de Recuperado 65;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4403;6/03/20;29/08/21;SANTANDER;CONTRATACION;No indica;Analisis situacional;COVID 19;Fallecido;Numero;9;2;7;0;0;No indica;No indica;No indica;En el municipio de CONTRATACION se tiene un total de Fallecido 9;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4404;6/03/20;29/08/21;SANTANDER;CONTRATACION;No indica;Analisis situacional;COVID 19;Recuperado;Numero;247;114;127;5;1;No indica;No indica;No indica;En el municipio de CONTRATACION se tiene un total de Recuperado 247;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4405;6/03/20;29/08/21;SANTANDER;CONTRATACION;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;2;2;0;0;0;No indica;No indica;No indica;En el municipio de CONTRATACION se tiene un total de Sin clasificar 2;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4406;6/03/20;29/08/21;SANTANDER;COROMORO;No indica;Analisis situacional;COVID 19;Activo;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de COROMORO se tiene un total de Activo 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4407;6/03/20;29/08/21;SANTANDER;COROMORO;No indica;Analisis situacional;COVID 19;Fallecido;Numero;6;2;4;0;0;No indica;No indica;No indica;En el municipio de COROMORO se tiene un total de Fallecido 6;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4408;6/03/20;29/08/21;SANTANDER;COROMORO;No indica;Analisis situacional;COVID 19;Recuperado;Numero;113;51;54;2;6;No indica;No indica;No indica;En el municipio de COROMORO se tiene un total de Recuperado 113;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4409;6/03/20;29/08/21;SANTANDER;CURITI;No indica;Analisis situacional;COVID 19;Activo;Numero;3;0;3;0;0;No indica;No indica;No indica;En el municipio de CURITI se tiene un total de Activo 3;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4410;6/03/20;29/08/21;SANTANDER;CURITI;No indica;Analisis situacional;COVID 19;Fallecido;Numero;19;7;12;0;0;No indica;No indica;No indica;En el municipio de CURITI se tiene un total de Fallecido 19;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4411;6/03/20;29/08/21;SANTANDER;CURITI;No indica;Analisis situacional;COVID 19;Recuperado;Numero;347;154;175;8;10;No indica;No indica;No indica;En el municipio de CURITI se tiene un total de Recuperado 347;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4412;6/03/20;29/08/21;SANTANDER;CURITI;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de CURITI se tiene un total de Sin clasificar 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4413;6/03/20;29/08/21;SANTANDER;EL CARMEN DE CHUCURI;No indica;Analisis situacional;COVID 19;Fallecido;Numero;14;6;8;0;0;No indica;No indica;No indica;En el municipio de EL CARMEN DE CHUCURI se tiene un total de Fallecido 14;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4414;6/03/20;29/08/21;SANTANDER;EL CARMEN DE CHUCURI;No indica;Analisis situacional;COVID 19;Recuperado;Numero;338;173;148;11;6;No indica;No indica;No indica;En el municipio de EL CARMEN DE CHUCURI se tiene un total de Recuperado 338;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4415;6/03/20;29/08/21;SANTANDER;EL CARMEN DE CHUCURI;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de EL CARMEN DE CHUCURI se tiene un total de Sin clasificar 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4416;6/03/20;29/08/21;SANTANDER;EL GUACAMAYO;No indica;Analisis situacional;COVID 19;Fallecido;Numero;2;1;1;0;0;No indica;No indica;No indica;En el municipio de EL GUACAMAYO se tiene un total de Fallecido 2;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4417;6/03/20;29/08/21;SANTANDER;EL GUACAMAYO;No indica;Analisis situacional;COVID 19;Recuperado;Numero;46;25;19;1;1;No indica;No indica;No indica;En el municipio de EL GUACAMAYO se tiene un total de Recuperado 46;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4418;6/03/20;29/08/21;SANTANDER;EL GUACAMAYO;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;1;1;0;0;0;No indica;No indica;No indica;En el municipio de EL GUACAMAYO se tiene un total de Sin clasificar 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4419;6/03/20;29/08/21;SANTANDER;EL PENON;No indica;Analisis situacional;COVID 19;Activo;Numero;1;0;1;0;0;No indica;No indica;No indica;En el municipio de EL PENON se tiene un total de Activo 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4420;6/03/20;29/08/21;SANTANDER;EL PENON;No indica;Analisis situacional;COVID 19;Fallecido;Numero;3;0;3;0;0;No indica;No indica;No indica;En el municipio de EL PENON se tiene un total de Fallecido 3;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4421;6/03/20;29/08/21;SANTANDER;EL PENON;No indica;Analisis situacional;COVID 19;Recuperado;Numero;53;26;25;2;0;No indica;No indica;No indica;En el municipio de EL PENON se tiene un total de Recuperado 53;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4422;6/03/20;29/08/21;SANTANDER;EL PENON;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;2;0;2;0;0;No indica;No indica;No indica;En el municipio de EL PENON se tiene un total de Sin clasificar 2;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4423;6/03/20;29/08/21;SANTANDER;EL PLAYON;No indica;Analisis situacional;COVID 19;Activo;Numero;7;3;4;0;0;No indica;No indica;No indica;En el municipio de EL PLAYON se tiene un total de Activo 7;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4424;6/03/20;29/08/21;SANTANDER;EL PLAYON;No indica;Analisis situacional;COVID 19;Fallecido;Numero;25;9;16;0;0;No indica;No indica;No indica;En el municipio de EL PLAYON se tiene un total de Fallecido 25;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4425;6/03/20;29/08/21;SANTANDER;EL PLAYON;No indica;Analisis situacional;COVID 19;Recuperado;Numero;256;113;132;7;4;No indica;No indica;No indica;En el municipio de EL PLAYON se tiene un total de Recuperado 256;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4426;6/03/20;29/08/21;SANTANDER;EL PLAYON;No indica;Analisis situacional;COVID 19;Sin clasificar;Numero;3;1;2;0;0;No indica;No indica;No indica;En el municipio de EL PLAYON se tiene un total de Sin clasificar 3;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4427;6/03/20;29/08/21;SANTANDER;ENCINO;No indica;Analisis situacional;COVID 19;Fallecido;Numero;1;0;1;0;0;No indica;No indica;No indica;En el municipio de ENCINO se tiene un total de Fallecido 1;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4428;6/03/20;29/08/21;SANTANDER;ENCINO;No indica;Analisis situacional;COVID 19;Recuperado;Numero;56;23;26;3;4;No indica;No indica;No indica;En el municipio de ENCINO se tiene un total de Recuperado 56;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4429;6/03/20;29/08/21;SANTANDER;ENCISO;No indica;Analisis situacional;COVID 19;Fallecido;Numero;5;1;4;0;0;No indica;No indica;No indica;En el municipio de ENCISO se tiene un total de Fallecido 5;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
4430;6/03/20;29/08/21;SANTANDER;ENCISO;No indica;Analisis situacional;COVID 19;Recuperado;Numero;175;61;88;9;17;No indica;No indica;No indica;En el municipio de ENCISO se tiene un total de Recuperado 175;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
